score,content,text_clean,text_Stopword,text_tokens,text_tokens_stemmed
4,Seruuu..tempatnya,seruuutempatnya,seruuutempatnya,['seruuutempatnya'],seruuutempatnya
5,Semoga cepat selesai renov nya,semoga cepat selesai renov nya,semoga cepat selesai renov nya,"['semoga', 'cepat', 'selesai', 'renov', 'nya']",moga cepat selesai renov nya
4,Harga lumayan...tempat yg lama kurang terawat ..masih tahap pengembangan,harga lumayantempat yg lama kurang terawat masih tahap pengembangan,harga lumayantempat yg terawat tahap pengembangan,"['harga', 'lumayantempat', 'yg', 'terawat', 'tahap', 'pengembangan']",harga lumayantempat yg awat tahap kembang
5,"24 desember 2022
harga tiket masuk area pantai @5.000 ",24 desember 2022harga tiket masuk area pantai 000 ,24 desember 2022harga tiket masuk area pantai 000,"['24', 'desember', '2022harga', 'tiket', 'masuk', 'area', 'pantai', '000']",24 desember 2022harga tiket masuk area pantai 000
3,"Bersih, makan dipinggir pantai tersedia gazebo , cafe dg menu ayam goreng ,makanan biasa aja ,toilet bersih parkir luass",bersih makan dipinggir pantai tersedia gazebo  cafe dg menu ayam goreng makanan biasa aja toilet bersih parkir luass,bersih makan dipinggir pantai tersedia gazebo cafe dg menu ayam goreng makanan aja toilet bersih parkir luass,"['bersih', 'makan', 'dipinggir', 'pantai', 'tersedia', 'gazebo', 'cafe', 'dg', 'menu', 'ayam', 'goreng', 'makanan', 'aja', 'toilet', 'bersih', 'parkir', 'luass']",bersih makan pinggir pantai sedia gazebo cafe dg menu ayam goreng makan aja toilet bersih parkir luass
5,"Tempat ini masih sangat baru jadi maklum jika belum banyak wahana dan beberapa tempat masih dalam proses pembangunan dan perbaikan. So far, anak saya sangat menyukai nya apalagi dia menyukai gajah, unta, kelinci, burung, lumba-lumba, kuda, ",tempat ini masih sangat baru jadi maklum jika belum banyak wahana dan beberapa tempat masih dalam proses pembangunan dan perbaikan so far anak saya sangat menyukai nya apalagi dia menyukai gajah unta kelinci burung lumbalumba kuda ,maklum wahana proses pembangunan perbaikan so far anak menyukai nya menyukai gajah unta kelinci burung lumbalumba kuda,"['maklum', 'wahana', 'proses', 'pembangunan', 'perbaikan', 'so', 'far', 'anak', 'menyukai', 'nya', 'menyukai', 'gajah', 'unta', 'kelinci', 'burung', 'lumbalumba', 'kuda']",maklum wahana proses bangun baik so far anak suka nya suka gajah unta kelinci burung lumbalumba kuda
5,Bagus untuk wisata keluarga,bagus untuk wisata keluarga,bagus wisata keluarga,"['bagus', 'wisata', 'keluarga']",bagus wisata keluarga
5,"Asik sekali,cuma kalo bisa tiketnya d murahi sediKit ?????? ",asik sekalicuma kalo bisa tiketnya d murahi sedikit  ,asik sekalicuma kalo tiketnya d murahi,"['asik', 'sekalicuma', 'kalo', 'tiketnya', 'd', 'murahi']",asik sekalicuma kalo tiket d murah
4,"Januari 2023
hTM 60k dapat free kupon makanan senilai 10k.
Tempat bersih tersedia banyak tempat sampah. ",januari 2023htm 60k dapat free kupon makanan senilai 10ktempat bersih tersedia banyak tempat sampah ,januari 2023htm 60k free kupon makanan senilai 10ktempat bersih tersedia sampah,"['januari', '2023htm', '60k', 'free', 'kupon', 'makanan', 'senilai', '10ktempat', 'bersih', 'tersedia', 'sampah']",januari 2023htm 60k free kupon makan nila 10ktempat bersih sedia sampah
4,"Satu satunya taman safari yg ada di Jateng, menurut saya sudah cukup baik walau masih dalam taraf pengambangan, mohon untuk di perhatikan dan di tambah untuk fasilitas umum seperti toilet dan musholla nya di perluas. Karena kalau waktu weekend banyak sekali pengunjungnya, serta perlu lebih di tingkatkan untuk kebersihan toiletnya.",satu satunya taman safari yg ada di jateng menurut saya sudah cukup baik walau masih dalam taraf pengambangan mohon untuk di perhatikan dan di tambah untuk fasilitas umum seperti toilet dan musholla nya di perluas karena kalau waktu weekend banyak sekali pengunjungnya serta perlu lebih di tingkatkan untuk kebersihan toiletnya,satunya taman safari yg jateng taraf pengambangan mohon perhatikan fasilitas toilet musholla nya perluas weekend pengunjungnya tingkatkan kebersihan toiletnya,"['satunya', 'taman', 'safari', 'yg', 'jateng', 'taraf', 'pengambangan', 'mohon', 'perhatikan', 'fasilitas', 'toilet', 'musholla', 'nya', 'perluas', 'weekend', 'pengunjungnya', 'tingkatkan', 'kebersihan', 'toiletnya']",satu taman safari yg jateng taraf ambang mohon perhati fasilitas toilet musholla nya luas weekend unjung tingkat bersih toilet
5,"Tempat bagus, tapi saat banyak pengunjung susah untuk cari tempat duduk. Akses yang mudah nga takut nyasar ",tempat bagus tapi saat banyak pengunjung susah untuk cari tempat duduk akses yang mudah nga takut nyasar ,bagus pengunjung susah cari duduk akses mudah nga takut nyasar,"['bagus', 'pengunjung', 'susah', 'cari', 'duduk', 'akses', 'mudah', 'nga', 'takut', 'nyasar']",bagus unjung susah cari duduk akses mudah nga takut nyasar
5,Tempat nya enak belum begitu rame tp masih banyak yg di perbaiki,tempat nya enak belum begitu rame tp masih banyak yg di perbaiki,nya enak rame tp yg perbaiki,"['nya', 'enak', 'rame', 'tp', 'yg', 'perbaiki']",nya enak rame tp yg baik
5,Seru,seru,seru,['seru'],seru
4,"jgn lupa lihat lumba2 show nya, kl bisa lebih bersih di area zoo nya akan lebih asik",jgn lupa lihat lumba2 show nya kl bisa lebih bersih di area zoo nya akan lebih asik,jgn lupa lihat lumba2 show nya kl bersih area zoo nya asik,"['jgn', 'lupa', 'lihat', 'lumba2', 'show', 'nya', 'kl', 'bersih', 'area', 'zoo', 'nya', 'asik']",jgn lupa lihat lumba2 show nya kl bersih area zoo nya asik
5,"Tempat nya bagus, ada pertunjukan lumba lumba juga, pertunjukan burung pemangsa, dan zoo mini . pantainya lumayan bagus, udah tersedia resto di sekitar pantai dan banyak pilihannya, harganya juga sesuai tempat wisata, rasanya lumayan lah. Pantainya tidak terlalu rame jadi anak anak senang saat main di pantai.",tempat nya bagus ada pertunjukan lumba lumba juga pertunjukan burung pemangsa dan zoo mini  pantainya lumayan bagus udah tersedia resto di sekitar pantai dan banyak pilihannya harganya juga sesuai tempat wisata rasanya lumayan lah pantainya tidak terlalu rame jadi anak anak senang saat main di pantai,nya bagus pertunjukan lumba lumba pertunjukan burung pemangsa zoo mini pantainya lumayan bagus udah tersedia resto pantai pilihannya harganya sesuai wisata lumayan pantainya rame anak anak senang main pantai,"['nya', 'bagus', 'pertunjukan', 'lumba', 'lumba', 'pertunjukan', 'burung', 'pemangsa', 'zoo', 'mini', 'pantainya', 'lumayan', 'bagus', 'udah', 'tersedia', 'resto', 'pantai', 'pilihannya', 'harganya', 'sesuai', 'wisata', 'lumayan', 'pantainya', 'rame', 'anak', 'anak', 'senang', 'main', 'pantai']",nya bagus tunjuk lumba lumba tunjuk burung mangsa zoo mini pantai lumayan bagus udah sedia resto pantai pilih harga sesuai wisata lumayan pantai rame anak anak senang main pantai
5,Tempat yang bagus untuk waktu keluarga saat berada di Batang/Pekalongan..!!,tempat yang bagus untuk waktu keluarga saat berada di batangpekalongan,bagus keluarga batangpekalongan,"['bagus', 'keluarga', 'batangpekalongan']",bagus keluarga batangpekalongan
5,terlalu tinggi,terlalu tinggi,,[],
5,"Tempatnya bagus,ramah anak,fasilitas lumayan hanya tidak tersedia ATM,",tempatnya bagusramah anakfasilitas lumayan hanya tidak tersedia atm,tempatnya bagusramah anakfasilitas lumayan tersedia atm,"['tempatnya', 'bagusramah', 'anakfasilitas', 'lumayan', 'tersedia', 'atm']",tempat bagusramah anakfasilitas lumayan sedia atm
4,seru banget liat kepintaran dan kelincahan si dolphin,seru banget liat kepintaran dan kelincahan si dolphin,seru banget liat kepintaran kelincahan si dolphin,"['seru', 'banget', 'liat', 'kepintaran', 'kelincahan', 'si', 'dolphin']",seru banget liat pintar lincah si dolphin
5,Pantai yang ada gajahnya...,pantai yang ada gajahnya,pantai gajahnya,"['pantai', 'gajahnya']",pantai gajah
5,Bagus sekali,bagus sekali,bagus,['bagus'],bagus
5,"Tiket weekend/ tgl merah 60k
Hari biasa 50k",tiket weekend tgl merah 60khari biasa 50k,tiket weekend tgl merah 60khari 50k,"['tiket', 'weekend', 'tgl', 'merah', '60khari', '50k']",tiket weekend tgl merah 60khari 50k
5,"Tiket masuknya 60 ribu dapat voucher makan 10 ribu. Stand makanannya banyak pilihan. Atraksi binatangnya menarik, ada lumba-lumba, aneka binatang dan burung-burung. Bisa foto dengan binatang juga, tiketnya 10 ribu/orang. Serunya di sini ",tiket masuknya 60 ribu dapat voucher makan 10 ribu stand makanannya banyak pilihan atraksi binatangnya menarik ada lumbalumba aneka binatang dan burungburung bisa foto dengan binatang juga tiketnya 10 ribuorang serunya di sini ,tiket masuknya 60 ribu voucher makan 10 ribu stand makanannya pilihan atraksi binatangnya menarik lumbalumba aneka binatang burungburung foto binatang tiketnya 10 ribuorang serunya,"['tiket', 'masuknya', '60', 'ribu', 'voucher', 'makan', '10', 'ribu', 'stand', 'makanannya', 'pilihan', 'atraksi', 'binatangnya', 'menarik', 'lumbalumba', 'aneka', 'binatang', 'burungburung', 'foto', 'binatang', 'tiketnya', '10', 'ribuorang', 'serunya']",tiket masuk 60 ribu voucher makan 10 ribu stand makan pilih atraksi binatang tarik lumbalumba aneka binatang burungburung foto binatang tiket 10 ribuorang seru
3,"Untuk ukuran di kota kecil ini cukup OK sih. Biaya masuk 50K/orang, cuma memang pas dateng masih proses renovasi jadi agak kurang nyaman karena agak kotor dan berantakan",untuk ukuran di kota kecil ini cukup ok sih biaya masuk 50korang cuma memang pas dateng masih proses renovasi jadi agak kurang nyaman karena agak kotor dan berantakan,ukuran kota ok sih biaya masuk 50korang pas dateng proses renovasi nyaman kotor berantakan,"['ukuran', 'kota', 'ok', 'sih', 'biaya', 'masuk', '50korang', 'pas', 'dateng', 'proses', 'renovasi', 'nyaman', 'kotor', 'berantakan']",ukur kota ok sih biaya masuk 50korang pas dateng proses renovasi nyaman kotor beranta
5,"Harga tiket lumayan, cuman recommended tempat buat ajak keluarga berlibur. 3in1 best pokoknya dapat pantai, atraksi lumba-lumba dan juga aneka hewan dan satwa lainnya ?? ",harga tiket lumayan cuman recommended tempat buat ajak keluarga berlibur 3in1 best pokoknya dapat pantai atraksi lumbalumba dan juga aneka hewan dan satwa lainnya  ,harga tiket lumayan cuman recommended ajak keluarga berlibur 3in1 best pokoknya pantai atraksi lumbalumba aneka hewan satwa,"['harga', 'tiket', 'lumayan', 'cuman', 'recommended', 'ajak', 'keluarga', 'berlibur', '3in1', 'best', 'pokoknya', 'pantai', 'atraksi', 'lumbalumba', 'aneka', 'hewan', 'satwa']",harga tiket lumayan cuman recommended ajak keluarga libur 3in1 best pokok pantai atraksi lumbalumba aneka hewan satwa
5,Tempat nyaman untuk liburan keluarga,tempat nyaman untuk liburan keluarga,nyaman liburan keluarga,"['nyaman', 'liburan', 'keluarga']",nyaman libur keluarga
5,Alhamdulillah,alhamdulillah,alhamdulillah,['alhamdulillah'],alhamdulillah
4,"Harga 50 rb per tiket utk masuk Safari Beach
Sebelumya ada jg kutipan lokal sebesar 5rb per orang, sepertinya dr Desa ",harga 50 rb per tiket utk masuk safari beachsebelumya ada jg kutipan lokal sebesar 5rb per orang sepertinya dr desa ,harga 50 rb tiket utk masuk safari beachsebelumya jg kutipan lokal 5rb orang dr desa,"['harga', '50', 'rb', 'tiket', 'utk', 'masuk', 'safari', 'beachsebelumya', 'jg', 'kutipan', 'lokal', '5rb', 'orang', 'dr', 'desa']",harga 50 rb tiket utk masuk safari beachsebelumya jg kutip lokal 5rb orang dr desa
5,Untuk hiburan lumba lumba bagus. Anak anak suka.... cuma makanan sjja yg d food court.. antrinya lama...  kmar mandi karena bercampur dengan yg bersih bersih habis dari pantai jadi kesanya kotor..  .. tiket lumayan  lah tidak bisa dbilang ,untuk hiburan lumba lumba bagus anak anak suka cuma makanan sjja yg d food court antrinya lama  kmar mandi karena bercampur dengan yg bersih bersih habis dari pantai jadi kesanya kotor   tiket lumayan  lah tidak bisa dbilang ,hiburan lumba lumba bagus anak anak suka makanan sjja yg d food court antrinya kmar mandi bercampur yg bersih bersih habis pantai kesanya kotor tiket lumayan dbilang,"['hiburan', 'lumba', 'lumba', 'bagus', 'anak', 'anak', 'suka', 'makanan', 'sjja', 'yg', 'd', 'food', 'court', 'antrinya', 'kmar', 'mandi', 'bercampur', 'yg', 'bersih', 'bersih', 'habis', 'pantai', 'kesanya', 'kotor', 'tiket', 'lumayan', 'dbilang']",hibur lumba lumba bagus anak anak suka makan sjja yg d food court antri kmar mandi campur yg bersih bersih habis pantai kesanya kotor tiket lumayan dbilang
5,Jika,jika,,[],
5,"Kaget sih, baru tau ada safari pinggir pantai gini. Bagus juga tiket masuk udah sekalian masuk wahana lumba2 dan pertunjukan hewan ?? pantai-nya minimalis, kalo pas liburan pasti bakalan ngga nyaman. Tapi cappucino-nya lumayan. Untuk di kota kecil harga tiket segitu apa ngga terbilang mahal ya? ",kaget sih baru tau ada safari pinggir pantai gini bagus juga tiket masuk udah sekalian masuk wahana lumba2 dan pertunjukan hewan  pantainya minimalis kalo pas liburan pasti bakalan ngga nyaman tapi cappucinonya lumayan untuk di kota kecil harga tiket segitu apa ngga terbilang mahal ya ,kaget sih tau safari pinggir pantai gini bagus tiket masuk udah masuk wahana lumba2 pertunjukan hewan pantainya minimalis kalo pas liburan ngga nyaman cappucinonya lumayan kota harga tiket segitu ngga terbilang mahal ya,"['kaget', 'sih', 'tau', 'safari', 'pinggir', 'pantai', 'gini', 'bagus', 'tiket', 'masuk', 'udah', 'masuk', 'wahana', 'lumba2', 'pertunjukan', 'hewan', 'pantainya', 'minimalis', 'kalo', 'pas', 'liburan', 'ngga', 'nyaman', 'cappucinonya', 'lumayan', 'kota', 'harga', 'tiket', 'segitu', 'ngga', 'terbilang', 'mahal', 'ya']",kaget sih tau safari pinggir pantai gin bagus tiket masuk udah masuk wahana lumba2 tunjuk hewan pantai minimal kalo pas libur ngga nyaman cappucinonya lumayan kota harga tiket segitu ngga bilang mahal ya
5,Senang berkunjung kesana anak tidak bosen walaupun sering kesana atraksi nya bervariasi...,senang berkunjung kesana anak tidak bosen walaupun sering kesana atraksi nya bervariasi,senang berkunjung kesana anak bosen kesana atraksi nya bervariasi,"['senang', 'berkunjung', 'kesana', 'anak', 'bosen', 'kesana', 'atraksi', 'nya', 'bervariasi']",senang kunjung kesana anak bosen kesana atraksi nya variasi
5,"Lokasinya di Pantai Sigandu Batang, ga jauh dari gerbang tol kandeman Batang, sudah di kelola Taman Safari, lebih bersih lebih teratur, .faunanya lebih variatif, ada lumba lumba, gajah, unta, atraksi hewan2, retribusi masuk 50k/orang, .ada foodcourt juga include dalam retribusi voucher makan 10k.",lokasinya di pantai sigandu batang ga jauh dari gerbang tol kandeman batang sudah di kelola taman safari lebih bersih lebih teratur faunanya lebih variatif ada lumba lumba gajah unta atraksi hewan2 retribusi masuk 50korang ada foodcourt juga include dalam retribusi voucher makan 10k,lokasinya pantai sigandu batang ga gerbang tol kandeman batang kelola taman safari bersih teratur faunanya variatif lumba lumba gajah unta atraksi hewan2 retribusi masuk 50korang foodcourt include retribusi voucher makan 10k,"['lokasinya', 'pantai', 'sigandu', 'batang', 'ga', 'gerbang', 'tol', 'kandeman', 'batang', 'kelola', 'taman', 'safari', 'bersih', 'teratur', 'faunanya', 'variatif', 'lumba', 'lumba', 'gajah', 'unta', 'atraksi', 'hewan2', 'retribusi', 'masuk', '50korang', 'foodcourt', 'include', 'retribusi', 'voucher', 'makan', '10k']",lokasi pantai sigandu batang ga gerbang tol kandeman batang kelola taman safari bersih atur fauna variatif lumba lumba gajah unta atraksi hewan2 retribusi masuk 50korang foodcourt include retribusi voucher makan 10k
5,"Bagus, terawat,,bener2 bersih,,penjaga kebersihan sll keliling buat mbersihin sampah,,cuman sayang kamar mandinya kalo buat bilasan dewasa kurang banyak,,",bagus terawatbener2 bersihpenjaga kebersihan sll keliling buat mbersihin sampahcuman sayang kamar mandinya kalo buat bilasan dewasa kurang banyak,bagus terawatbener2 bersihpenjaga kebersihan sll keliling mbersihin sampahcuman sayang kamar mandinya kalo bilasan dewasa,"['bagus', 'terawatbener2', 'bersihpenjaga', 'kebersihan', 'sll', 'keliling', 'mbersihin', 'sampahcuman', 'sayang', 'kamar', 'mandinya', 'kalo', 'bilasan', 'dewasa']",bagus terawatbener2 bersihpenjaga bersih sll keliling mbersihin sampahcuman sayang kamar mandi kalo bilas dewasa
5,Tempat wisata edukatif yang cocok untuk keluarga... Pelayanan sangat ramah,tempat wisata edukatif yang cocok untuk keluarga pelayanan sangat ramah,wisata edukatif cocok keluarga pelayanan ramah,"['wisata', 'edukatif', 'cocok', 'keluarga', 'pelayanan', 'ramah']",wisata edukatif cocok keluarga layan ramah
4,Lumayan lah buat liburan anak anak... Masih perlu banyak yg dibenahi,lumayan lah buat liburan anak anak masih perlu banyak yg dibenahi,lumayan liburan anak anak yg dibenahi,"['lumayan', 'liburan', 'anak', 'anak', 'yg', 'dibenahi']",lumayan libur anak anak yg benah
5,"Tempat yang strategis dan dekat dengan pantai, aneka satwa ada walaupun dengan skala kecil/ mini safari tapi cukup bagus buat liburan keluarga",tempat yang strategis dan dekat dengan pantai aneka satwa ada walaupun dengan skala kecil mini safari tapi cukup bagus buat liburan keluarga,strategis pantai aneka satwa skala mini safari bagus liburan keluarga,"['strategis', 'pantai', 'aneka', 'satwa', 'skala', 'mini', 'safari', 'bagus', 'liburan', 'keluarga']",strategis pantai aneka satwa skala mini safari bagus libur keluarga
5,"tempat liburan keluarga dgn atraksi² spektakuler, edukasi seputar hewan ,mini zoo dan beach park di lengkapi food and beverages. ",tempat liburan keluarga dgn atraksi spektakuler edukasi seputar hewan mini zoo dan beach park di lengkapi food and beverages ,liburan keluarga dgn atraksi spektakuler edukasi seputar hewan mini zoo beach park lengkapi food and beverages,"['liburan', 'keluarga', 'dgn', 'atraksi', 'spektakuler', 'edukasi', 'seputar', 'hewan', 'mini', 'zoo', 'beach', 'park', 'lengkapi', 'food', 'and', 'beverages']",libur keluarga dgn atraksi spektakuler edukasi putar hewan mini zoo beach park lengkap food and beverages
5,tempat yang cocok untuk liburan keluarga terutama untuk anak anak karena bisa sambil mengetahui tentang aneka jenis hewan,tempat yang cocok untuk liburan keluarga terutama untuk anak anak karena bisa sambil mengetahui tentang aneka jenis hewan,cocok liburan keluarga anak anak aneka jenis hewan,"['cocok', 'liburan', 'keluarga', 'anak', 'anak', 'aneka', 'jenis', 'hewan']",cocok libur keluarga anak anak aneka jenis hewan
1,"Tempat belom 100% jadi.... Tiket masuk mahal, setiang foto sama satwa bayar per kepala tidak includ tiket masuk yang mahal. ",tempat belom 100 jadi tiket masuk mahal setiang foto sama satwa bayar per kepala tidak includ tiket masuk yang mahal ,belom 100 tiket masuk mahal setiang foto satwa bayar kepala includ tiket masuk mahal,"['belom', '100', 'tiket', 'masuk', 'mahal', 'setiang', 'foto', 'satwa', 'bayar', 'kepala', 'includ', 'tiket', 'masuk', 'mahal']",bom 100 tiket masuk mahal tiang foto satwa bayar kepala includ tiket masuk mahal
3,"Pantai masih semrawut
Wahana banyak yg terbengkalai..
Tidak ada tempat bilas untuk yang berenang di pantai...
Tiket terlalu mahal tidak sepadan dengan wahana dan lokasi..",pantai masih semrawutwahana banyak yg terbengkalaitidak ada tempat bilas untuk yang berenang di pantaitiket terlalu mahal tidak sepadan dengan wahana dan lokasi,pantai semrawutwahana yg terbengkalaitidak bilas berenang pantaitiket mahal sepadan wahana lokasi,"['pantai', 'semrawutwahana', 'yg', 'terbengkalaitidak', 'bilas', 'berenang', 'pantaitiket', 'mahal', 'sepadan', 'wahana', 'lokasi']",pantai semrawutwahana yg terbengkalaitidak bilas renang pantaitiket mahal padan wahana lokasi
4,Sarana rekreasi yg Mudah & hemat,sarana rekreasi yg mudah  hemat,sarana rekreasi yg mudah hemat,"['sarana', 'rekreasi', 'yg', 'mudah', 'hemat']",sarana rekreasi yg mudah hemat
4,Cabang bogor. Tp blm lengkap,cabang bogor tp blm lengkap,cabang bogor tp blm lengkap,"['cabang', 'bogor', 'tp', 'blm', 'lengkap']",cabang bogor tp blm lengkap
5,Anak ku senang melihat lumba2 disini,anak ku senang melihat lumba2 disini,anak ku senang lumba2,"['anak', 'ku', 'senang', 'lumba2']",anak ku senang lumba2
3,Tempat rekreasi,tempat rekreasi,rekreasi,['rekreasi'],rekreasi
4,"Anak maupun dewasa 60rb, pembangunan blm maksimal, satwa saya rasa krg terawat tp service staf ramah dan lumayan menarik bs lihat atraksi lumba2, burung dan anjing",anak maupun dewasa 60rb pembangunan blm maksimal satwa saya rasa krg terawat tp service staf ramah dan lumayan menarik bs lihat atraksi lumba2 burung dan anjing,anak dewasa 60rb pembangunan blm maksimal satwa krg terawat tp service staf ramah lumayan menarik bs lihat atraksi lumba2 burung anjing,"['anak', 'dewasa', '60rb', 'pembangunan', 'blm', 'maksimal', 'satwa', 'krg', 'terawat', 'tp', 'service', 'staf', 'ramah', 'lumayan', 'menarik', 'bs', 'lihat', 'atraksi', 'lumba2', 'burung', 'anjing']",anak dewasa 60rb bangun blm maksimal satwa krg awat tp service staf ramah lumayan tarik bs lihat atraksi lumba2 burung anjing
4,"Bagus wahananya, namun mahal makanannya",bagus wahananya namun mahal makanannya,bagus wahananya mahal makanannya,"['bagus', 'wahananya', 'mahal', 'makanannya']",bagus wahana mahal makan
4,Keren,keren,keren,['keren'],keren
5,Bagus kagak perlu jauh2 yg deket aja ada,bagus kagak perlu jauh2 yg deket aja ada,bagus kagak jauh2 yg deket aja,"['bagus', 'kagak', 'jauh2', 'yg', 'deket', 'aja']",bagus kagak jauh2 yg deket aja
3,"HTM 60 rb sudah termasuk atraksi lumba lumba semuanya, kecuali mau naik unta, gajak, kuda byr lagi. Waktu kesana lg renovasi sehingga masih byk area berantakan sehingga tdk bisa lihat semua binatang. Yg sudah rapi area pantai. Semoga ",htm 60 rb sudah termasuk atraksi lumba lumba semuanya kecuali mau naik unta gajak kuda byr lagi waktu kesana lg renovasi sehingga masih byk area berantakan sehingga tdk bisa lihat semua binatang yg sudah rapi area pantai semoga ,htm 60 rb atraksi lumba lumba kecuali unta gajak kuda byr kesana lg renovasi byk area berantakan tdk lihat binatang yg rapi area pantai semoga,"['htm', '60', 'rb', 'atraksi', 'lumba', 'lumba', 'kecuali', 'unta', 'gajak', 'kuda', 'byr', 'kesana', 'lg', 'renovasi', 'byk', 'area', 'berantakan', 'tdk', 'lihat', 'binatang', 'yg', 'rapi', 'area', 'pantai', 'semoga']",htm 60 rb atraksi lumba lumba kecuali unta gajak kuda byr kesana lg renovasi byk area beranta tdk lihat binatang yg rapi area pantai moga
5,Liat fire dance stiap habis maghrib. Cuma bayar parkir aja 5rb. Mantaap.. Deket rumah lagi...,liat fire dance stiap habis maghrib cuma bayar parkir aja 5rb mantaap deket rumah lagi,liat fire dance stiap habis maghrib bayar parkir aja 5rb mantaap deket rumah,"['liat', 'fire', 'dance', 'stiap', 'habis', 'maghrib', 'bayar', 'parkir', 'aja', '5rb', 'mantaap', 'deket', 'rumah']",liat fire dance stiap habis maghrib bayar parkir aja 5rb mantaap deket rumah
4,"Tempat lebih bagus dari 3 tahun lalu,karena ini masih pembangunan lagi jd agak berantakan
Tapi saya yakin tahun depan bakal lebih bagus lagi",tempat lebih bagus dari 3 tahun lalukarena ini masih pembangunan lagi jd agak berantakantapi saya yakin tahun depan bakal lebih bagus lagi,bagus 3 lalukarena pembangunan jd berantakantapi bagus,"['bagus', '3', 'lalukarena', 'pembangunan', 'jd', 'berantakantapi', 'bagus']",bagus 3 lalukarena bangun jd berantakantapi bagus
5,Naik jadi 60k ges,naik jadi 60k ges,60k ges,"['60k', 'ges']",60k ges
4,"Lumayan bagus untuk mini zoo..., tiket masuk terusan 60 rb ( 24/12/2022 ), pilihan makannya menurut saya yg doyan makan masih kurang ??, tp overall ?? ",lumayan bagus untuk mini zoo tiket masuk terusan 60 rb  24122022  pilihan makannya menurut saya yg doyan makan masih kurang  tp overall  ,lumayan bagus mini zoo tiket masuk terusan 60 rb 24122022 pilihan makannya yg doyan makan tp overall,"['lumayan', 'bagus', 'mini', 'zoo', 'tiket', 'masuk', 'terusan', '60', 'rb', '24122022', 'pilihan', 'makannya', 'yg', 'doyan', 'makan', 'tp', 'overall']",lumayan bagus mini zoo tiket masuk terus 60 rb 24122022 pilih makan yg doyan makan tp overall
3,"Weekend rame banget,, tiket masuk 50k/orang.. dapet voc makan potongan 10k/orang. Weekend rame banget, enak kalo dateng pagi banget bisa kebagian duduk di pinggir pantai... ",weekend rame banget tiket masuk 50korang dapet voc makan potongan 10korang weekend rame banget enak kalo dateng pagi banget bisa kebagian duduk di pinggir pantai ,weekend rame banget tiket masuk 50korang dapet voc makan potongan 10korang weekend rame banget enak kalo dateng pagi banget kebagian duduk pinggir pantai,"['weekend', 'rame', 'banget', 'tiket', 'masuk', '50korang', 'dapet', 'voc', 'makan', 'potongan', '10korang', 'weekend', 'rame', 'banget', 'enak', 'kalo', 'dateng', 'pagi', 'banget', 'kebagian', 'duduk', 'pinggir', 'pantai']",weekend rame banget tiket masuk 50korang dapet voc makan potong 10korang weekend rame banget enak kalo dateng pagi banget bagi duduk pinggir pantai
5,Bagus untuk ajak keluarga rekreasi,bagus untuk ajak keluarga rekreasi,bagus ajak keluarga rekreasi,"['bagus', 'ajak', 'keluarga', 'rekreasi']",bagus ajak keluarga rekreasi
5,"Nyaman, bersih, banyak food court , pegawai ramah semua, kalau kesini gak pake kendaraan pribadi, pas pulangnya agak susah dan lama nyari go car , grap atau aplikasi online yg lainya",nyaman bersih banyak food court  pegawai ramah semua kalau kesini gak pake kendaraan pribadi pas pulangnya agak susah dan lama nyari go car  grap atau aplikasi online yg lainya,nyaman bersih food court pegawai ramah kesini gak pake kendaraan pribadi pas pulangnya susah nyari go car grap aplikasi online yg lainya,"['nyaman', 'bersih', 'food', 'court', 'pegawai', 'ramah', 'kesini', 'gak', 'pake', 'kendaraan', 'pribadi', 'pas', 'pulangnya', 'susah', 'nyari', 'go', 'car', 'grap', 'aplikasi', 'online', 'yg', 'lainya']",nyaman bersih food court pegawai ramah kesini gak pake kendara pribadi pas pulang susah nyari go car grap aplikasi online yg lai
4,"Salah satu cabang dari taman safari, meskipun skala lebih kecil, lokasi diarea pantai Sigandu, ada koleksi beberapa aneka satwa jenis burung, gajah, onta, monyet dll, ada 3 X Show yaitu dolphin, various animal & burung pemangsa, malam hari ",salah satu cabang dari taman safari meskipun skala lebih kecil lokasi diarea pantai sigandu ada koleksi beberapa aneka satwa jenis burung gajah onta monyet dll ada 3 x show yaitu dolphin various animal  burung pemangsa malam hari ,salah cabang taman safari skala lokasi diarea pantai sigandu koleksi aneka satwa jenis burung gajah onta monyet dll 3 x show dolphin various animal burung pemangsa malam,"['salah', 'cabang', 'taman', 'safari', 'skala', 'lokasi', 'diarea', 'pantai', 'sigandu', 'koleksi', 'aneka', 'satwa', 'jenis', 'burung', 'gajah', 'onta', 'monyet', 'dll', '3', 'x', 'show', 'dolphin', 'various', 'animal', 'burung', 'pemangsa', 'malam']",salah cabang taman safari skala lokasi area pantai sigandu koleksi aneka satwa jenis burung gajah onta monyet dll 3 x show dolphin various animal burung mangsa malam
